zipcode,median_income,total_pop,num_male,num_female,num_white,num_black,num_native,num_asian,num_pacific,num_other,num_mixed,num_hispanic,top_5_percent
32639,34353,270,125,145,270,0,0,0,0,0,0,77,0
32640,43610,10647,5190,5457,7423,2664,42,158,0,104,256,502,0
32641,36126,16258,7572,8686,4895,10657,7,7,0,263,429,679,0
32643,57404,11453,6009,5444,9354,1429,68,46,0,110,446,724,0
32648,54545,399,146,253,399,0,0,0,0,0,0,4,0
32653,63333,14363,7102,7261,9775,2963,0,878,0,50,697,1331,0
32656,54631,14538,7374,7164,12988,301,2,168,0,79,1000,712,0
32658,51429,327,188,139,265,24,0,0,0,3,35,117,0
32664,51196,379,155,224,379,0,0,0,0,0,0,6,0
32666,56544,6620,3322,3298,6077,427,0,64,3,0,49,95,0
32667,64683,4135,2298,1837,3130,877,0,1,0,0,127,164,0
32668,48530,5144,2440,2704,5010,48,10,0,0,0,76,509,0
32669,71880,13457,6755,6702,10915,1664,4,141,0,117,616,836,0
32680,41935,10428,5627,4801,9724,219,0,0,0,234,251,439,0
32683,47083,409,204,205,330,79,0,0,0,0,0,0,0
32686,36212,5193,2614,2579,3430,1398,29,17,0,0,319,259,0
32693,40060,11997,6331,5666,10100,1012,13,76,2,125,669,664,0
32694,32125,2118,991,1127,1807,275,12,0,0,0,24,80,0
32696,44328,12783,6365,6418,9976,1745,36,148,0,216,662,1676,0
32697,42031,226,100,126,209,4,0,0,0,11,2,27,0
32701,57778,24060,11296,12764,15604,4226,45,705,2,1557,1921,6926,0
32702,49327,2378,1127,1251,2193,85,9,11,0,0,80,163,0
32703,53762,55239,26905,28334,32910,14627,60,1447,0,3147,3048,16620,0
32707,55387,37106,17770,19336,27900,3201,233,1230,22,2365,2155,9767,0
32708,76542,46542,23234,23308,38163,2862,0,2170,0,971,2376,10448,0
32709,57150,1601,780,821,1502,99,0,0,0,0,0,116,0
32712,80336,48987,24084,24903,33735,6945,35,1356,0,2729,4187,13649,0
32713,70421,21212,10712,10500,17885,1465,26,520,0,798,518,3147,0
32714,54611,37983,17807,20176,26348,5837,203,1217,112,1566,2700,11820,0
32720,56118,33485,15872,17613,26882,4153,12,574,0,1020,844,4112,0
32724,54234,37856,17625,20231,29978,2815,58,443,4,2732,1826,6435,0
32725,55888,49802,24234,25568,35403,4639,164,1021,5,6383,2187,19577,0
32726,50439,23354,10944,12410,16625,4662,64,103,0,290,1610,3728,0
32730,41662,6656,3934,2722,4887,436,0,140,0,808,385,2141,0
32732,86277,5345,2731,2614,4996,15,38,31,0,22,243,133,0
32735,55861,4133,2053,2080,3570,33,29,284,0,0,217,73,0
32736,69083,11229,5504,5725,10624,343,32,27,0,144,59,1064,0
32738,59548,46727,22552,24175,33301,6751,0,537,8,4159,1971,15320,0
32744,55446,3478,1806,1672,3286,81,0,3,0,95,13,134,0
32746,89609,46816,21496,25320,33734,4626,73,4218,0,1764,2401,7109,0
32750,75089,25639,12187,13452,20757,1935,9,614,0,742,1582,4807,0
32751,78337,21478,10275,11203,16338,2939,50,742,47,756,606,2583,0
32754,53338,11398,5847,5551,10042,970,0,82,0,10,294,328,0
32757,59987,29295,13415,15880,22561,5176,102,131,326,137,862,3965,0
32759,48722,3230,1606,1624,2886,245,0,18,0,0,81,30,0
32763,49566,23837,12349,11488,19075,1942,98,205,0,1653,864,4155,0
32764,75882,3043,1527,1516,2868,55,64,0,0,56,0,127,0
32765,84643,63800,31159,32641,48477,5151,46,3830,0,2814,3482,12178,0
32766,118395,16415,8034,8381,13536,880,83,805,0,360,751,3317,0
32767,56250,3226,1795,1431,3136,1,0,10,0,0,79,211,0
32771,67453,57030,28295,28735,32475,15468,216,2637,11,4316,1907,11077,0
32773,48089,31090,15591,15499,16447,7560,43,2065,5,2252,2718,8883,0
32776,73424,12191,6412,5779,10325,1102,0,280,0,64,420,1228,0
32778,46451,22486,10381,12105,18267,2837,29,295,4,474,580,2544,0
32779,95005,29618,13879,15739,25769,959,0,1090,7,641,1152,4590,0
32780,51665,35908,16543,19365,28573,3884,88,1126,104,466,1667,2234,0
32784,56250,10869,5476,5393,10099,612,52,14,0,0,92,584,0
32789,79907,25767,11789,13978,22305,1259,0,1066,3,369,765,2876,0
32792,57214,52670,26445,26225,37381,5818,185,2581,25,2596,4084,14470,0
32796,52135,20738,10032,10706,17358,2194,60,279,0,156,691,982,0
32798,51399,2583,1344,1239,2240,141,0,90,0,0,112,265,0
32801,66350,12945,6795,6150,9248,896,38,1162,0,492,1109,2919,0
32803,82111,20771,10629,10142,17510,1024,0,922,11,364,940,3419,0
32804,84471,18695,9512,9183,15912,998,22,434,0,528,801,2371,0
32805,33433,19764,9749,10015,3949,14503,0,40,0,486,786,2526,0
32806,72533,26964,13804,13160,22622,1562,35,458,6,1163,1118,5369,0
32807,48469,34239,17687,16552,22559,3757,60,1250,69,3678,2866,20462,0
32808,39187,60450,29043,31407,10167,42901,26,1080,31,3466,2779,7943,0
32809,45205,30100,15626,14474,17916,4428,179,822,0,4333,2422,17088,0
32810,53551,38248,18081,20167,15977,15450,317,1472,0,2445,2587,10701,0
32811,40594,39905,19221,20684,12308,21056,53,924,0,3000,2564,10612,0
32812,58665,35174,17163,18011,25170,2825,0,1634,17,2753,2775,12125,0
32814,98750,8405,3993,4412,6233,221,39,570,0,148,1194,2189,0
32817,64043,35332,18151,17181,23661,3125,0,2943,0,2856,2747,11463,0
32818,48478,61027,28472,32555,10358,40961,202,2110,0,4229,3167,8796,0
32819,76118,27849,13635,14214,18093,4780,181,2102,6,1020,1667,6296,0
32820,87054,10934,5753,5181,7290,1713,0,472,0,277,1182,3183,0
32821,51993,19220,8966,10254,14075,1040,0,692,15,1799,1599,7679,0
32822,43930,64013,31215,32798,41214,6034,361,1856,287,5226,9035,41261,0
32824,64216,51946,25115,26831,29424,7867,22,2525,0,3971,8137,31954,0
32825,64400,60254,29107,31147,41180,6229,84,3102,0,4880,4779,29212,0
32826,57023,37297,18799,18498,29421,2390,0,1467,0,1262,2757,9828,0
32827,81545,9775,4587,5188,7009,274,0,787,0,412,1293,3733,0
32828,80746,69913,33806,36107,50953,7407,215,4931,0,2044,4363,21227,0
32829,76103,20903,9750,11153,15140,2113,0,1291,190,709,1460,11692,0
32831,36250,3022,3022,0,1745,1163,13,0,0,21,80,480,0
32832,94718,29359,14959,14400,20720,3419,0,2247,0,391,2582,9910,0
32833,74340,9659,4494,5165,6910,1124,19,437,0,572,597,2043,0
32835,57480,47867,22538,25329,24651,10780,40,5318,0,4081,2997,11427,0
32836,111271,19640,9998,9642,12801,437,38,3619,0,779,1966,4459,0
32837,63143,50780,25444,25336,30137,4133,12,5111,312,5944,5131,26516,0
32839,42124,53012,25686,27326,22334,21698,22,1496,0,3550,3912,20168,0
32901,42822,26014,13016,12998,18868,4580,65,1051,3,465,982,2597,0
32903,81488,14693,7186,7507,13949,153,0,303,7,64,217,876,0
32904,72981,33869,16705,17164,28260,1451,160,1726,0,624,1648,4220,0
32905,44056,23410,11897,11513,17345,3365,134,418,8,836,1304,3419,0
32907,55322,46911,23219,23692,32800,8948,19,498,0,1081,3565,8221,0
32908,53174,12605,6143,6462,8935,2727,56,15,0,333,539,1886,0
32909,53651,31734,15168,16566,20175,6808,150,1427,0,585,2589,5747,0
32920,52948,10387,5252,5135,9745,166,32,132,0,55,257,537,0
32922,36397,17384,8364,9020,8478,6929,17,89,0,769,1102,2624,0
32925,51513,1642,941,701,1099,167,52,77,0,97,150,341,0
32926,54366,22862,11349,11513,18295,2588,95,835,9,199,841,1519,0
32927,64940,27344,13843,13501,23232,1220,114,184,154,58,2382,1785,0
32931,67894,14131,7241,6890,13027,127,61,193,0,197,526,1065,0
32934,81106,18298,9214,9084,16136,225,121,580,122,387,727,1728,0
32935,53207,42463,20698,21765,34683,2850,58,1522,4,1333,2013,5300,0
32937,76548,27054,12855,14199,23929,606,49,366,45,1041,1018,3074,0
32940,73601,43046,19929,23117,37256,2137,3,1351,0,539,1760,4994,0
32948,42312,6594,3508,3086,5095,768,0,0,0,711,20,4347,0
32949,87250,2711,1300,1411,2343,55,14,45,0,4,250,387,0
32950,83400,4422,2214,2208,3905,141,0,11,0,0,365,330,0
32951,68544,12150,5993,6157,11612,18,0,243,0,69,208,620,0
32952,79720,20553,10161,10392,18905,364,50,297,84,187,666,1460,0
32953,66834,23829,11565,12264,20741,1150,107,564,19,544,704,2239,0
32955,72969,39846,19598,20248,32379,4868,125,732,0,777,965,4231,0
32958,53395,29057,14001,15056,26607,887,62,112,110,218,1061,1761,0
32960,44648,22974,11126,11848,18379,1566,167,802,0,752,1308,2499,0
32962,52537,25229,12687,12542,20644,3579,7,224,0,306,469,4453,0
32963,126643,15383,7088,8295,14825,180,0,186,10,21,161,399,0
32966,53750,19957,8856,11101,18140,388,0,223,0,331,875,2176,0
32967,51777,22819,10704,12115,15682,4977,152,279,0,186,1543,2766,0
32968,79811,14705,7264,7441,12952,465,20,404,0,152,712,1274,0
32976,40992,9109,4472,4637,9052,0,0,14,0,0,43,337,0
33001,44297,300,153,147,274,0,0,0,0,26,0,67,0
33004,42780,16234,7524,8710,9444,4501,0,257,0,403,1629,4247,0
33009,39834,42070,20019,22051,28622,7441,21,916,0,1245,3825,16751,0
33010,32642,45454,22254,23200,34506,1342,0,123,25,4171,5287,43462,0
33012,34175,74603,35484,39119,59739,617,13,141,0,3612,10481,71826,0
33013,41177,30524,15381,15143,24321,545,6,304,4,721,4623,29191,0
33014,48450,42153,20506,21647,32363,1222,38,384,0,1982,6164,38297,0
33015,58972,67952,31966,35986,48404,5381,109,523,0,4989,8546,57795,0
33016,47929,50269,23526,26743,39385,1016,0,443,0,2179,7246,47449,0
33018,70226,53575,25545,28030,42518,507,14,441,0,2926,7169,50915,0
33019,76793,14307,7364,6943,12709,361,0,17,0,124,1096,4347,0
33020,48504,44655,23259,21396,24970,11820,9,1158,12,1344,5342,17216,0
33021,57849,49859,24238,25621,36941,7653,164,813,76,1414,2798,16525,0
33023,54759,74913,36840,38073,26327,39175,359,1138,23,3032,4859,26067,0
33024,61959,75701,36510,39191,41567,13568,1033,3189,119,9216,7009,40464,0
33025,58595,73180,35315,37865,26510,37434,160,2511,0,1735,4830,24349,0
33026,79741,32882,15106,17776,22227,4396,0,1271,50,2332,2606,13806,0
33027,58063,66467,30779,35688,35335,19046,103,4915,0,1361,5707,29682,0
33028,101439,27314,13545,13769,17197,4595,194,2352,96,969,1911,11777,0
33029,112537,45142,22566,22576,29068,7508,11,2729,24,880,4922,19367,0
33030,38730,35743,18590,17153,22641,5141,1264,544,0,2770,3383,26452,0
33031,89450,9148,4544,4604,7405,406,0,33,0,238,1066,5100,0
33032,59878,52073,24758,27315,31378,12964,16,679,0,1514,5522,33266,0
33033,55174,58869,29223,29646,39601,10363,60,446,30,2505,5864,41978,0
33034,36250,23356,11744,11612,11266,8499,60,8,0,1447,2076,12411,0
33035,65907,14509,7066,7443,9062,3540,0,0,64,284,1559,7978,0
33036,75439,3264,1869,1395,3002,9,0,75,0,165,13,378,0
33037,68164,10541,5112,5429,9674,142,4,93,0,153,475,2439,0
33039,66571,378,143,235,281,97,0,0,0,0,0,281,0
33040,73982,34401,18099,16302,26694,4618,54,616,134,1049,1236,9650,1
33042,91352,6512,3376,3136,5950,84,0,31,0,0,447,637,1
33043,75957,4911,2521,2390,4714,71,0,62,0,0,64,812,1
33050,58120,9530,5138,4392,8075,738,0,70,0,154,493,3402,0
33051,91899,523,264,259,523,0,0,0,0,0,0,24,1
33054,31508,32735,16462,16273,8327,21582,24,276,0,924,1602,10295,0
33055,46914,38509,18578,19931,21814,10423,3,500,0,2645,3124,27113,0
33056,48204,36822,17310,19512,5190,28571,12,45,0,908,2096,8157,0
33060,47957,38637,20333,18304,19623,16216,70,179,0,1010,1539,9111,0
33062,68526,23303,11588,11715,21125,594,109,87,5,238,1145,3008,0
33063,47800,54916,25469,29447,33427,13994,44,2214,0,2278,2959,15162,0
33064,52740,59942,30087,29855,35506,16663,11,1114,0,2245,4403,15425,0
33065,57287,58637,27725,30912,32768,16157,92,2576,31,2725,4288,17648,0
33066,52493,17382,7073,10309,12630,2773,0,638,13,183,1145,2018,0
33067,106890,26294,12337,13957,17672,4799,10,1547,0,535,1731,5467,0
33068,47536,52691,24903,27788,15287,30302,85,2056,99,1420,3442,11920,0
33069,50975,29321,15285,14036,13649,10420,72,1094,7,629,3450,7806,0
33070,65286,5138,2720,2418,4600,12,22,27,7,92,378,1069,0
33071,90849,39433,18916,20517,25424,7464,224,1705,16,816,3784,12200,0
33073,81727,35407,17930,17477,26474,5233,62,838,0,840,1960,10286,0
33076,138816,41884,21594,20290,30222,4871,0,3641,0,835,2315,7646,0
33109,228304,390,202,188,348,0,0,0,0,42,0,82,0
33122,94318,432,201,231,358,11,0,52,0,11,0,338,0
33125,31371,60347,30987,29360,45478,4594,16,255,0,1676,8328,55266,0
33126,42589,50886,24092,26794,41778,1119,32,469,27,1109,6352,48165,0
33127,32688,30795,14497,16298,9348,14605,97,375,50,4153,2167,15434,0
33128,21332,8729,4726,4003,6664,535,0,0,0,518,1012,7889,0
33129,86922,14220,6547,7673,11191,382,16,216,0,345,2070,10027,0
33130,45040,33938,17674,16264,26285,1402,44,463,0,1165,4579,27628,0
33131,102862,20558,10412,10146,15782,417,145,750,0,680,2784,11303,0
33132,90759,15496,8860,6636,9984,1533,10,919,0,544,2506,8279,0
33133,74398,35445,17175,18270,24929,3685,29,1011,0,723,5068,20501,0
33134,70983,39420,18129,21291,32857,540,0,507,0,604,4912,30394,0
33135,30112,36678,19086,17592,29036,590,305,76,0,988,5683,34935,0
33136,29897,17065,8161,8904,7089,7702,58,145,0,184,1887,8731,0
33137,64106,22835,11600,11235,14908,4814,71,562,0,921,1559,11661,0
33138,50863,29163,14780,14383,15720,9985,119,616,20,1095,1608,10974,0
33139,56227,38488,21184,17304,26040,2003,35,942,0,7371,2097,19987,0
33140,87384,21248,10433,10815,16692,775,0,347,0,1541,1893,11195,0
33141,52913,38442,19121,19321,24764,1712,0,847,244,5848,5027,25931,0
33142,28105,59773,28836,30937,27676,19415,216,48,88,6362,5968,38888,0
33143,69992,32055,14618,17437,24211,2150,15,1136,7,402,4134,19934,0
33144,51341,30343,14906,15437,24390,698,31,89,0,798,4337,28691,0
33145,56239,30450,14427,16023,24029,719,350,316,0,653,4383,25401,0
33146,110596,16171,7139,9032,12586,915,4,1169,0,68,1429,6992,0
33147,37619,46765,21951,24814,12904,27283,0,215,21,3872,2470,19762,0
33149,162175,12955,6286,6669,10109,13,0,36,25,305,2467,9561,0
33150,30311,31637,15612,16025,3789,22978,17,375,0,2589,1889,7593,0
33154,75702,14511,6691,7820,11640,285,26,177,0,1114,1269,6560,0
33155,66753,44659,21004,23655,36407,981,43,452,0,1333,5443,37731,0
33156,126688,33223,16822,16401,26619,625,0,1734,17,576,3652,17021,0
33157,68832,67268,32581,34687,42762,13303,409,1916,19,2167,6692,35610,0
33158,159219,6233,3368,2865,5007,145,0,420,0,62,599,2167,0
33160,50660,39704,18131,21573,32683,1893,85,807,0,724,3512,18816,0
33161,42846,56446,28162,28284,14676,34841,19,772,0,1987,4151,16204,0
33162,45996,47855,22769,25086,15153,26836,405,1088,33,1673,2667,13092,0
33165,65005,54497,26270,28227,43887,955,28,759,0,527,8341,49367,0
33166,60645,25097,12346,12751,19552,1011,0,432,0,1224,2878,19480,0
33167,45879,22618,10425,12193,5346,15748,0,0,0,1150,374,6942,0
33168,49381,23996,12302,11694,5692,16572,45,234,132,660,661,6192,0
33169,46656,40221,18747,21474,6197,31913,131,464,15,985,516,6309,0
33170,51778,13254,6160,7094,7941,4305,0,0,0,287,721,7056,0
33172,52003,42232,21004,21228,36186,824,2,823,17,1375,3005,39164,0
33173,70541,32469,15216,17253,25351,243,0,1016,0,1763,4096,24852,0
33174,50387,35938,17039,18899,26849,1372,28,1465,0,418,5806,30981,0
33175,60630,52885,24403,28482,44612,311,107,661,0,1688,5506,48106,0
33176,74246,53934,25555,28379,36051,7755,0,1148,0,2524,6456,33049,0
33177,61341,56862,28148,28714,38746,6952,18,1086,0,4230,5830,42353,0
33178,75907,52885,25770,27115,45412,681,18,1726,0,1456,3592,44211,0
33179,47974,46620,22123,24497,21900,20043,36,304,0,1543,2794,16938,0
33180,78234,32136,15175,16961,27609,810,38,558,0,335,2786,13303,0
33181,47009,20242,10195,10047,11222,6956,0,225,4,437,1398,8824,0
33182,94386,16484,9351,7133,12416,1311,6,66,0,161,2524,13925,0
33183,60616,36673,17357,19316,30193,728,29,486,0,663,4574,30716,0
33184,60146,21472,10030,11442,17790,267,23,227,0,349,2816,19970,0
33185,86366,30165,14727,15438,23158,536,12,452,0,2367,3640,26128,0
33186,72109,69459,32356,37103,53209,3909,316,2101,0,2664,7260,45706,0
33187,87848,18381,9373,9008,13547,1165,141,177,0,1648,1703,14253,0
33189,56845,24802,12083,12719,15753,4300,0,490,0,687,3572,15777,0
33190,63938,17252,8492,8760,11461,2919,38,311,0,251,2272,11468,0
33193,67779,49083,23516,25567,38234,891,6,1370,27,1607,6948,43282,0
33194,106402,8757,5363,3394,6232,1046,0,135,0,434,910,6190,0
33196,80915,55829,27694,28135,37289,2601,35,2284,0,6389,7231,44425,0
33301,101321,15250,8666,6584,12717,1167,25,334,0,118,889,2361,0
33304,60665,17630,9468,8162,13093,3215,97,144,24,336,721,2840,0
33305,72451,12976,8050,4926,11216,907,0,130,32,292,399,1404,0
33306,71159,3286,1839,1447,3000,33,13,14,0,92,134,490,0
33308,73818,27226,14197,13029,24329,532,38,707,129,180,1311,4136,0
33309,59045,39928,20081,19847,17688,17220,46,1191,0,766,3017,11041,0
33311,40684,75705,33790,41915,9865,62129,177,467,75,704,2288,5100,0
33312,59810,55149,28436,26713,32098,16809,308,1145,0,2418,2371,16910,0
33313,40781,62945,30011,32934,9712,49348,192,1142,0,833,1718,6344,0
33314,55562,27895,14193,13702,16200,3971,19,1569,0,3661,2475,13920,0
33315,78367,13490,7287,6203,11584,762,65,75,0,408,596,3853,0
33316,80694,10447,5634,4813,8361,1000,0,568,0,256,262,1293,0
33317,72163,38256,19764,18492,22619,9225,42,1607,0,1502,3261,11975,0
33319,46312,49218,23795,25423,14356,29300,9,1883,98,752,2820,8030,0
33321,52263,48061,21587,26474,29116,11325,374,1333,36,2626,3251,15722,0
33322,46994,40832,18894,21938,25759,8460,129,2107,0,1435,2942,12887,0
33323,93586,21612,9886,11726,14890,3563,24,1044,0,511,1580,7457,0
33324,69996,49350,21883,27467,32700,7881,41,2934,55,1862,3877,14570,0
33325,85789,30985,15637,15348,22238,2367,26,1569,44,1928,2813,13871,0
33326,93333,32586,15171,17415,25456,1426,26,1443,0,1065,3170,16752,0
33327,131908,24221,11718,12503,17470,1081,0,1030,0,987,3653,13177,0
33328,101007,29355,13955,15400,22766,1276,156,1711,0,1134,2312,7986,0
33330,131222,15355,7648,7707,11163,1494,4,1265,101,544,784,5135,0
33331,126104,25829,12657,13172,17461,1280,11,2009,27,543,4498,11078,0
33332,139317,12111,5919,6192,9099,801,56,730,0,478,947,5939,0
33334,58346,30333,17092,13241,21332,4900,139,609,0,1186,2167,9589,0
33351,56937,34774,16651,18123,14643,15140,149,1855,20,961,2006,9389,0
33401,48958,30315,14830,15485,16832,10798,0,403,0,916,1366,4845,0
33403,53410,12458,5640,6818,5685,5381,0,306,29,74,983,1709,0
33404,46436,29357,14159,15198,7720,20058,4,131,28,154,1262,1757,0
33405,60199,20838,10642,10196,16936,863,0,59,0,1602,1378,11371,0
33406,64608,26653,13294,13359,20500,2768,78,340,0,1148,1819,14057,0
33407,44042,31124,15497,15627,8835,20285,70,484,0,576,874,3901,0
33408,73427,18251,8765,9486,16917,310,0,219,0,230,575,1980,0
33409,54391,32607,15270,17337,16506,11507,117,1068,47,1281,2081,10589,0
33410,76488,35410,15982,19428,28841,2126,15,1211,11,739,2467,4664,0
33411,76804,74554,35421,39133,47339,18392,60,3442,0,1470,3851,15322,0
33412,91875,15012,7787,7225,11747,1894,0,704,0,90,577,1427,0
33413,66977,16904,8271,8633,9577,4649,0,726,26,494,1432,6199,0
33414,86716,60452,28345,32107,43699,7926,164,2658,0,1233,4772,18043,0
33415,43561,51932,25458,26474,32428,10062,142,852,3,1913,6532,28524,0
33417,39498,34044,15990,18054,18719,11436,34,704,0,683,2468,8912,0
33418,100590,41737,19567,22170,36182,2155,99,1731,0,653,917,4386,0
33426,63061,23797,11323,12474,16500,4470,42,702,0,118,1965,4529,0
33428,67202,43566,21444,22122,34274,2381,41,2254,44,1196,3376,11537,0
33430,29682,23428,11844,11584,7510,14451,0,120,0,543,804,6653,0
33431,88430,23329,10909,12420,17348,3016,0,956,27,995,987,3544,0
33432,77952,21017,10240,10777,18245,955,0,450,0,434,933,3241,0
33433,58788,40655,18174,22481,33831,702,0,1970,0,1117,3035,8103,0
33434,62047,20685,9159,11526,17823,552,32,586,0,748,944,3122,0
33435,52785,36406,18166,18240,19192,14619,3,401,9,866,1316,4788,0
33436,61388,46812,22556,24256,31715,10297,48,1224,0,1756,1772,8367,0
33437,65117,37420,17361,20059,29787,3971,201,550,0,924,1987,4468,0
33440,39792,21254,11076,10178,13660,4043,519,323,0,686,2023,11706,0
33441,47746,27963,12882,15081,15108,9617,67,640,0,1291,1240,4410,0
33442,47437,28934,12951,15983,23103,2528,63,351,29,1093,1767,6282,0
33444,62621,24970,11878,13092,11297,11671,23,458,0,877,644,2861,0
33445,55945,31025,14847,16178,20571,7294,20,714,41,842,1543,4005,0
33446,60607,26415,12598,13817,23634,794,27,442,0,897,621,2679,0
33449,128712,11783,6130,5653,9600,1277,0,553,0,73,280,1910,0
33455,59724,22031,10875,11156,20037,1159,81,204,60,239,251,1224,0
33458,85862,59098,29455,29643,48689,2087,189,1548,25,1470,5090,11060,0
33460,41561,32848,17461,15387,19962,6400,369,379,0,2425,3313,14894,0
33461,48806,46574,23911,22663,29126,9840,274,1034,48,2099,4153,24210,0
33462,55285,34068,17835,16233,23457,7492,31,385,64,1207,1432,8970,0
33463,55713,64116,31799,32317,35683,18497,29,3229,0,4257,2421,22183,0
33467,70917,55279,26291,28988,42995,4720,302,2133,70,1123,3936,11817,0
33469,83985,14848,7156,7692,14159,69,21,126,68,185,220,1427,0
33470,92217,28587,14766,13821,22477,3237,60,418,0,1013,1382,6501,0
33471,39243,7061,4133,2928,4845,1743,46,0,0,284,143,1512,0
33472,76749,19874,9339,10535,15639,2002,18,707,0,106,1402,3577,0
33473,122069,11868,5489,6379,9795,617,0,240,0,719,497,1431,0
33476,21986,8123,4260,3863,2257,4693,15,0,0,297,861,2265,0
33477,89717,12875,5830,7045,12452,19,0,126,0,109,169,647,0
33478,121275,14745,7373,7372,13510,110,10,215,0,0,900,1455,0
33480,141328,10631,4769,5862,10103,52,47,185,0,139,105,453,0
33483,100500,13233,6685,6548,12118,758,13,208,0,24,112,597,0
33484,44362,27210,12130,15080,23051,1769,83,680,10,834,783,3019,0
33486,91883,23729,11130,12599,20274,1181,76,955,0,751,492,3133,0
33487,76073,20794,10015,10779,18570,937,0,302,0,316,669,2391,0
33493,39432,6681,5262,1419,2243,3864,30,78,0,127,339,1394,0
33496,93561,23442,10609,12833,20929,820,0,749,0,323,621,2766,0
33498,106606,16280,7766,8514,14211,462,120,905,0,78,504,2418,0
33510,62259,29831,14643,15188,20167,4909,99,1475,0,1139,2042,9131,0
33511,61149,59776,28215,31561,39757,10089,19,2733,24,2511,4643,16329,0
33513,42304,13982,7933,6049,12009,1391,35,6,0,361,180,1679,0
33514,41654,2954,1413,1541,2341,185,0,0,0,1,427,460,0
33521,33438,719,373,346,416,276,0,0,0,20,7,33,0
33523,51028,18834,9144,9690,15477,1593,102,209,0,319,1134,4413,0
33525,56706,20337,10364,9973,17502,1483,40,149,31,477,655,3236,0
33527,57834,15593,8263,7330,12545,1119,6,131,46,1284,462,4401,0
33534,66295,16608,8145,8463,9927,3584,140,488,0,1035,1434,5930,0
33538,38231,5371,2606,2765,4980,80,32,34,0,12,233,388,0
33540,35601,9126,4561,4565,8444,284,18,63,0,28,289,1154,0
33541,41521,22432,11045,11387,18981,1303,94,1144,2,84,824,2732,0
33542,36239,22744,10131,12613,20347,763,103,145,0,563,823,3346,0
33543,84375,27933,13215,14718,20549,3100,70,1928,4,996,1286,5476,0
33544,86707,28417,14198,14219,20936,2002,108,1804,16,633,2918,6298,0
33545,83757,22515,10999,11516,14543,3845,50,1125,30,345,2577,5928,0
33547,104513,25676,12557,13119,21051,1664,144,983,6,389,1439,3405,0
33548,125521,7335,3385,3950,5792,355,0,874,0,54,260,986,0
33549,71490,18132,9720,8412,13824,1170,89,931,0,449,1669,3685,0
33556,112459,23679,11780,11899,20014,1419,0,827,0,295,1124,2994,0
33558,85281,25429,12088,13341,20053,1243,38,1959,143,352,1641,4953,0
33559,71724,18744,9104,9640,14022,2552,0,730,0,407,1033,4147,0
33563,44969,27807,13123,14684,19275,4716,55,109,18,2479,1155,10065,0
33565,55410,17922,9106,8816,15210,211,102,249,48,878,1224,3807,0
33566,65531,21920,10630,11290,17612,926,115,749,0,1072,1446,6497,0
33567,73403,12349,5969,6380,9134,1996,0,63,5,749,402,3329,0
33569,76560,28342,13518,14824,19000,4754,96,1268,0,1333,1891,5801,0
33570,54977,29576,15117,14459,19094,4106,70,596,56,4350,1304,10902,0
33572,97058,21889,11372,10517,16427,2617,96,557,0,958,1234,2948,0
33573,49368,25132,11031,14101,21097,1952,61,263,33,275,1451,2435,0
33576,62000,4512,2094,2418,4303,111,1,34,0,0,63,267,0
33578,65142,54143,24802,29341,33658,10883,60,1487,14,3038,5003,15336,0
33579,86439,37920,18537,19383,24558,7480,181,1382,0,1266,3053,10492,0
33584,54970,27006,12713,14293,19583,3016,49,1460,0,879,2019,6008,0
33585,53977,1060,522,538,860,42,0,0,0,115,43,134,0
33592,45064,11706,6150,5556,9544,1450,22,204,0,127,359,1224,0
33594,68026,36685,17161,19524,25903,6106,124,1527,0,818,2207,8171,0
33596,102627,31000,14921,16079,25033,3112,103,513,132,361,1746,5287,0
33597,49242,9075,4302,4773,7859,467,142,0,8,95,504,1040,0
33598,66709,22776,11316,11460,12467,2636,80,196,0,6437,960,10351,0
33602,71894,15860,8432,7428,11050,2836,32,675,0,500,767,3534,0
33603,50607,21084,10350,10734,13775,5025,42,132,27,564,1519,6023,0
33604,44192,40309,19991,20318,23625,10767,234,477,100,1834,3272,14899,0
33605,23632,17945,9220,8725,6057,9382,50,224,7,592,1633,4938,0
33606,95799,21789,10446,11343,18551,1237,0,821,0,248,932,2977,0
33607,46587,25018,12190,12828,15193,5140,63,912,11,1067,2632,12283,0
33609,85174,18972,9547,9425,16271,682,15,992,41,338,633,4599,0
33610,38733,48490,22910,25580,15694,27549,75,1212,0,1415,2545,10110,0
33611,66495,34615,17385,17230,27939,2249,45,1594,0,656,2132,5344,0
33612,35746,51347,25868,25479,27177,15447,291,1201,83,2320,4828,18675,0
33613,35755,36388,18510,17878,22566,7331,207,1825,0,2180,2279,12241,0
33614,43951,49652,26002,23650,33171,4986,162,1194,0,2933,7206,35591,0
33615,53516,49048,23587,25461,33673,3974,113,1875,159,2680,6574,26979,0
33616,64274,15373,7751,7622,11125,1851,63,571,2,394,1367,2840,0
33617,39830,48456,23358,25098,23793,16259,156,3050,34,1731,3433,12577,0
33618,68245,28544,13325,15219,22867,1970,126,1195,0,945,1441,7092,0
33619,47677,40257,21074,19183,19049,15169,129,837,21,2033,3019,14039,0
33621,85000,2655,1496,1159,1529,593,0,113,0,23,397,505,0
33624,71668,39750,19055,20695,30503,3451,103,1528,0,1243,2922,14153,0
33625,62539,28619,13106,15513,20594,2415,0,1651,42,956,2961,11803,0
