zipcode,min_distance
40927,34555.4202256103
40940,40232.7624894742
41064,51168.7695182675
41230,40187.7476922368
41264,50175.732526964
41572,24449.4484807308
41606,26662.4981897422
41667,27241.4832971119
41812,32767.920075238
41825,30601.4058260795
41845,29560.3113659669
47403,0
47452,52159.7229842705
47460,26638.5036099449
47531,35812.1482546829
47580,67709.2535841913
47637,26509.6821717644
47850,12145.5224634974
47928,26407.4311417217
47967,29111.2044689731
46945,26547.8262081992
46035,26877.6631529428
46040,10106.9575179197
46041,26932.239565828
46044,9328.29797278579
46122,25388.3403209419
46146,44624.4217076748
46171,36493.0291623291
46202,0
46311,8766.44028648061
46375,7540.05007588441
46402,15148.5339680753
46542,17836.1431043858
46573,14750.007880339
46616,2964.35794741808
30252,32617.5422969414
30276,20457.718742507
30294,15679.1651536576
30439,94400.7452483178
30457,109091.471319462
30513,72352.4207807696
30635,48374.7312131979
30708,40357.8806279908
30901,0
31025,54174.749844473
31087,76040.6312851471
31316,63939.844624802
31535,79997.4908025725
31626,22987.8430814809
31707,5140.55131071943
31763,18397.8804130241
31823,32731.3291623843
39815,39342.9255744179
39897,31929.1060047156
30008,5006.41760425008
30014,36216.8017995229
30016,39008.7657547951
30038,20577.4675867233
28726,3677.19756058119
28745,38247.0920181513
28781,80081.5346588904
28789,71896.4568352101
27014,14380.4875557057
27020,42067.0675568519
27025,24285.10687364
27042,32657.953450771
27107,13752.7011630262
27233,19125.355423787
27281,15221.6419676414
27349,16194.8262289992
27409,11153.0035865137
27574,4800.14270786497
27701,7964.74237978419
27834,0
27888,21117.9923332849
27923,49175.8984334118
27932,69313.374846718
27967,71893.7862397512
28012,11485.0262587895
28073,22882.6581692352
28208,5102.00248832978
42064,54584.1248411276
42124,77107.3658687182
42240,44072.7433503354
42325,17850.1893996045
42371,24364.7837139296
42409,30684.8844957908
42539,39690.8829240549
42746,55634.5080280093
42252,19216.4439670516
40004,0
40007,44547.8036481234
40013,14716.076793951
40050,31328.8963455314
40055,28133.4260451108
40146,45115.4444961191
40322,31283.7931015602
40353,0
40444,19526.0760508011
40759,14574.3698027078
40819,59502.9526730516
40943,27918.4028017519
41002,47178.4934624881
41034,54081.596641892
41129,17429.4645791227
04280,9153.24615308223
99173,45583.6995242383
99321,57531.0012120696
99354,16175.247823344
98003,0
98007,4662.53631766629
98024,8215.23731562256
98042,9814.82943924764
98122,0
98220,15929.8459321953
98296,13880.2277202559
98331,67118.9249448082
98365,16789.3604579109
98387,15074.3715016776
98439,3971.61370177588
98536,31030.7349484715
98572,37472.3567334804
98586,47160.3382019102
98616,55954.8038112064
98640,47616.5963310361
98830,79715.5738523958
98856,104907.046189356
98932,41137.5168851501
99016,8115.26255599552
99027,6863.27514925785
77044,21644.5960319773
77059,8074.67164904649
77064,13809.1754496781
77073,4488.63639117154
77092,7504.74232148721
77369,71826.9820599939
77374,58483.6344878082
77459,10624.1775109726
77475,99568.6727343126
77531,59918.8437095253
77581,14091.1975487251
77611,30619.305171521
77703,3716.24836437248
77835,58057.857370089
77868,41156.5525299622
78006,42656.9639244395
78010,64287.4315690785
78021,108203.087227068
78061,67581.1658525323
78102,77935.8330086314
78163,25217.9709430312
78240,4029.38404577686
78344,145761.242871586
78357,115979.390865571
78383,63682.6881401706
96857,16982.1762991484
96859,0
04281,9586.9857631725
04354,20994.3758216703
99144,85808.8071510686
99159,105221.761544009
99176,61797.7471827422
99179,33277.4604177029
99206,6925.66076906237
99212,5280.55618872757
99350,41573.7823248057
98014,18294.1852693908
98043,2855.08688763052
98056,7308.17967428501
98058,5855.65300156771
98087,5636.03136476493
98155,3746.11981359441
98267,61049.375563056
98272,0
98372,0
98381,89746.8239351055
98421,5483.1754932122
98446,10821.4710071587
98524,17738.6927282439
98589,13646.8697804997
98617,11223.6077920222
98663,7663.87842534396
98802,15082.9499037445
78402,9047.89088849037
78406,11435.2187515483
78411,4538.71037375679
78539,26680.6084187849
78586,35268.1573854275
78598,78096.74285762
78602,39650.1859358062
78628,14470.3044334419
78661,28593.1350180397
78731,0
78748,5637.92454488501
78759,0
78945,87955.3084515321
79018,67865.7445698253
79052,74650.5029885058
79056,114848.555333512
79109,4171.95809071313
79356,62552.2379472784
79416,8826.69098580903
79510,30371.5865520636
79546,85075.4560050209
79561,37845.3511795315
79734,231818.422838179
79741,54384.6831218188
79788,95564.0693805998
96863,4676.51802039318
96729,68908.9646081814
96707,7370.63045243376
96720,75853.3788088974
96727,67178.7996197753
96741,12152.868437208
96783,92643.9664422252
04083,8348.03967494446
04002,10529.2161447916
04020,39910.6908770256
04041,44204.0078318975
04250,8367.98942614487
04027,13724.0197268361
04030,20065.0977188483
04091,41043.9688970236
04217,23795.4998984462
04001,19418.38466522
04289,11878.9035006075
04345,18810.9086557146
04607,62804.0886990442
04609,57859.7779339381
04624,72084.2389743709
04627,32055.6258885225
04640,44946.5668527866
04648,91200.0965327596
04655,108311.78049947
04664,55239.1326848753
04674,52615.6067750062
04676,34058.2417490309
04686,85462.4468373305
04495,78869.6091622641
98938,40822.1442807872
98947,23292.215171761
99008,41381.4323855466
99036,17226.7030619881
99110,30599.7693745466
99136,71096.8830819807
99160,140121.942934288
99348,34905.235052892
98011,4719.74512915102
98021,5840.47123482259
98022,0
98051,24591.0915523639
98057,2993.83447947595
98115,2726.84966329564
98126,4724.28666309716
98166,0
98225,0
98266,39539.0500305792
98274,0
98290,12753.9089585409
98354,6101.71896587866
98390,2934.05444052847
98513,6314.96204032567
98569,23655.8990013423
79927,26246.5676412955
75434,36311.1623128276
75025,8901.03050265409
75032,19480.9703303296
75034,9888.83232813522
75048,10731.7515476018
75117,63695.4526742494
75125,25576.037832633
75163,78233.2602230994
75210,3494.50302480256
75215,3978.8760682272
75248,5045.71078586106
75412,45403.7019576322
75449,41761.2312962471
75479,19472.359252801
75494,55283.2774292494
75570,109733.432607759
75644,40463.7343135051
75702,0
75759,33837.7915467304
75859,102726.02333466
76001,9201.22139586217
04009,22620.5566418641
04237,31344.6664820855
04239,41861.6660665142
04252,11208.5638150221
04253,35423.8650087582
04079,27020.6347531765
04487,84272.4857658081
04535,31806.1182304533
04544,55195.2986999661
04564,39033.2990046567
04617,26796.7686734222
04652,131779.425703232
04485,83282.3794505993
04489,14154.6371542124
04490,98788.0208738421
04493,50068.3411324912
04496,19737.217636933
04497,115244.546612289
04537,48306.9155960918
04538,50955.4841878285
04541,43628.7322233096
98642,22549.2361577471
98645,25508.4490959655
98661,4368.54753659309
98671,18194.122237736
98827,165028.560212936
98851,68469.2328810376
99111,81708.641196924
99133,112642.012778625
99185,97230.2702144906
98001,0
98004,0
98012,7137.66845952772
98020,5140.39807922105
98027,6009.86887395137
98036,0
98106,3104.92891629827
98134,2519.46069934676
98203,6723.02987447141
98241,57113.1757752558
98251,24820.1840017461
98321,16242.1817208651
98338,20865.2292342697
98357,103305.50993988
98375,12189.5703370861
76041,47423.9731752966
76050,47215.1639993696
76064,42518.7512433956
76102,3431.8777484766
76110,3073.85183522616
76134,9553.56567144576
76155,7815.04815726794
76247,22092.2285980774
76258,26958.0083942132
76460,56035.5126953505
76463,107300.323517146
76538,61595.0509640406
76570,57557.7405689384
76579,36202.0305790041
76637,59789.1911223133
76665,62152.9308517739
76844,117901.061063569
76862,105380.529805841
76890,124779.21798973
77069,8174.55414678034
77088,8112.97994881502
77350,93062.8607380828
77381,5656.64743866175
77422,67072.6880668781
03909,0
04074,0
03908,9932.12167104441
04102,3415.8446316942
04238,18259.9846388862
04227,45261.4985062063
04551,31447.2941206933
04553,37576.3044665931
04554,46831.5875125539
04563,21547.7222955424
04568,47920.0153649518
04570,52956.7040284902
04573,42790.4706470897
04579,35056.476760906
04605,29426.9211375773
04612,57343.9857679239
04625,67988.5861008953
04628,115127.829843662
04643,78061.9174135607
98396,22362.6320736078
98445,7897.8523498319
98465,4961.92252498284
98528,23810.7546988169
98532,14457.8411535308
98548,26878.8588090479
98604,18868.8825907821
98682,5349.71845053085
98828,18358.6220920567
98852,101498.102838803
98942,25254.9544387215
99019,10774.1904302517
99141,121676.343299155
99161,76250.2249421447
99224,8144.00773903405
99345,48142.5303014721
04347,10198.8995038857
77477,9434.58737896046
77484,44708.3860243494
77515,46875.2346492462
77533,44947.1526320738
77551,6648.03079066347
77560,51473.0601171261
77701,2608.82335401121
77707,5797.8770340275
77960,99671.3584628124
77994,81690.2915613846
78076,145647.473961613
78159,69755.151582124
78224,11941.0851966867
78255,18174.3704325445
78415,15313.630810683
78576,52843.2799365213
78620,32432.1987167628
78648,38984.4139131061
78654,46962.232050198
78724,6942.20726357658
78750,4264.08936173209
78836,149221.002512708
78931,71056.6509155014
79019,51784.99634045
79058,43873.9286087343
04231,22812.2237737793
04103,4401.52138923531
04105,8958.32924017023
04107,6620.05793463887
04110,11322.3925851095
04210,6530.48958310507
04222,14467.1259905614
04076,17337.6932434856
04086,22139.4472406179
03907,11224.7783966022
04631,136837.134548645
04635,61423.011411755
04645,41878.4823565847
04654,91966.8950805434
04351,10464.3433952658
04421,19069.5074986143
04428,14394.0561026625
79085,76402.744279673
79095,158604.880506771
79227,114624.762910156
79233,149874.035167431
79240,108445.415711888
79259,152743.769605635
79322,65016.925857382
79324,79649.6119923137
79351,71663.8319330257
79360,98488.7868690959
79364,27392.1389734089
79371,79395.8781316455
79382,16822.8133024426
79528,108829.896317102
79562,13037.511331978
79748,58689.445566858
79223,144251.455009381
04286,28052.3767742199
79244,108403.632612494
79258,82670.1830138456
79313,26868.8997593959
04221,36578.854880874
04097,21056.4100674796
04008,25125.6764214298
04038,14920.4618200992
04660,56860.9099187529
04668,93300.6790367389
04669,71389.9761195328
04671,128076.634669282
04431,24959.710334081
04355,16986.5538282503
04359,20617.2599740032
04101,0
04049,31818.1187308578
04061,24616.1432180904
04220,23433.5319144074
04226,44939.8452358957
04236,11170.6930632872
04254,33134.7305791643
04611,95801.2661819016
04613,72648.1760626564
04434,23707.3983352507
04441,100919.620004953
04443,62334.9359026648
04412,0
04415,58728.4282828632
04066,26358.0731464308
04069,21435.1439635911
04646,68357.3219761455
04650,32500.3241111079
04658,75332.4709665986
04450,9996.79743465003
04471,140047.952159818
04474,8383.52246337397
04476,26240.825785827
04454,125630.500711885
04259,19799.4773911424
04285,54576.0343227021
04418,36928.9034435539
04473,10961.3571931923
04492,104921.513629774
04547,27962.8518588431
04548,43999.5016980296
04555,29756.4797106886
04571,44696.4293461581
04574,24297.5685380576
04410,27261.6194932602
03910,5581.74775497059
03911,4777.11865197013
04006,12964.4326534324
04677,55714.5934829809
77905,112196.756066073
77973,96472.3121153317
77979,121485.211831004
78026,70544.5798871626
78039,13089.7833041154
78045,196617.682195118
78112,27563.407215312
78121,34683.9288842362
78145,100584.126458367
78154,15055.309622943
78245,0
78247,4459.17093257634
78264,23746.4437661553
78361,131476.60882094
78419,15066.5500613538
78503,26002.6787717112
78616,38966.0626880003
78626,13441.9611856116
78664,5162.06849521958
78704,3750.81603962768
78738,21495.0784155867
78830,121005.967711705
78951,112261.031932707
79034,103346.117538264
04411,17544.7709078687
04017,14555.4083288038
04019,12696.2412936795
04021,15028.1656185545
04024,37327.4198881028
04614,38155.7845371027
04626,119583.41818544
79068,42592.2449249775
79331,75822.2115001319
79423,15661.6295196421
79506,53760.3945969577
79549,117541.878110973
79703,4971.09395173779
79758,24142.6181248296
79783,37915.081165325
79839,89977.1696690575
79915,12605.3841912744
75886,83266.1365770242
78842,221922.454580357
75659,30166.5042643543
76880,101013.897058949
75050,6777.81090494316
75061,0
75065,8905.05286091178
75071,28804.3984350192
75077,5059.7379477142
75098,17145.8563928133
75148,70844.1403270306
75172,15698.0792521349
75220,4662.63045400163
75420,68280.5556224257
04353,20262.2698821042
04039,26000.4657464479
04040,15973.9197485398
04048,30887.9768246065
04050,8725.85264439734
04051,22627.5290756592
04055,28708.1832434208
04679,60685.8834490067
04680,70938.5013023414
75423,47457.2893830483
75468,24715.3630113242
75474,50343.8708221258
75481,43871.0432237005
75571,77838.3784985223
75640,23346.3390225276
75652,31003.222430597
75750,20337.4973273966
75773,37107.104247157
75861,76487.7185404517
75938,96903.1819795491
76008,29429.8638800549
76053,3521.70127340803
76179,23564.3478624002
76245,37817.1048914573
76271,35125.5878639793
76377,33340.6022592824
76504,44166.4549568256
76525,87300.4379768555
76627,65889.4725851401
76648,55824.086132609
76820,130488.770604786
76871,144057.813101237
77003,2087.0498919253
96744,8456.47992417799
96760,90748.6055942283
96777,57381.0632921873
96789,11288.146558665
96821,8014.0045815674
96742,53774.5377126669
96761,10031.3322273566
96768,25299.2758735491
96779,15336.2628557531
96816,3786.69595446788
96825,12745.8347322589
96738,44441.7279202437
96703,15568.5514360387
96746,12170.1675580756
96790,31760.9327850093
96701,0
96704,25500.3932064735
96708,31320.6794843186
96713,46900.773275975
96717,17140.891700727
96719,80332.0093978524
96725,10784.1840391534
96728,90554.7963511195
96731,32298.2772760869
04057,16633.4924516793
04093,15240.425212366
04095,28495.2763469975
04459,91657.773987903
04344,13466.8675392551
04364,18783.9784752627
04401,0
04408,45685.4139033458
04346,14410.8850894501
04429,11693.1600973774
04438,17718.1311911392
04472,23832.3857036744
04481,48502.3694781835
04258,14977.2564999246
04464,71401.3848228559
04263,22830.3522306265
04422,28952.6784666348
04292,20656.3141787268
04426,44883.9662840122
98019,13607.6511539387
98031,4731.28018540734
98038,15983.6222495197
98077,9213.91227824213
98248,14996.1810649966
98264,22012.5804401477
98360,21056.5483059676
98382,17662.0876704332
98409,3982.38745018379
98443,8242.68201518508
98538,29984.9491739909
98581,16321.072351065
98647,30760.9483455574
98844,184197.463750641
98858,44430.7961199323
98953,28891.637379006
99021,18780.6233986492
99119,59247.4330580891
99146,144001.525646206
99169,92521.9867113374
99353,19282.505302424
98025,14366.0701807079
98005,2836.97105956588
98029,0
77045,5511.33485441431
77049,22693.50516842
77058,5117.21185464297
77061,12754.9440659735
77068,4229.33784043359
77077,8017.59074673267
77375,12699.1659534328
77418,71723.8756702653
77430,33479.3753523198
77436,61707.9361493233
77506,17472.8423132497
77511,19460.975736868
77534,38453.5758605556
77564,53231.0275795096
77624,68455.5522407442
77840,5498.18724714895
77864,52911.8494153069
77983,94412.1242897339
78066,18024.6839431517
78212,0
78218,5135.77210718143
78254,14386.1730591805
78371,164269.648104089
78379,64061.8203598471
96737,48401.6428528455
96751,16210.8183948795
96780,87947.2967091557
96796,26617.4571944995
96826,0
96740,24658.3719336891
96743,59504.4204007925
96747,24025.1947438529
96749,96900.2788989014
96753,21291.3829541823
96756,11538.0355065145
96757,56239.8907302208
04257,39109.0633555016
04260,17483.0503407696
04261,44775.5417725507
04265,22794.0672352064
98052,0
98053,7695.26815876798
98068,39527.7419182892
98229,9454.07347698429
98230,27084.9294748109
98312,10846.3300808994
98349,10995.7653767299
98373,7887.45565588863
98512,20160.6334883295
98550,16054.2193864062
98602,37668.3938901411
98603,46404.8107798877
98684,0
98822,49235.7904621887
98840,112224.500724923
98902,0
99012,33431.7027951844
99114,94671.7026122786
99138,89928.7225546709
99171,62674.7972130855
98045,27778.8524610875
98092,6741.79880116923
98168,5721.16614029976
98177,2193.72340743609
78382,49902.6427828817
78390,26524.0478614946
78393,46195.3442052966
78404,0
78520,47434.7145025467
78548,68264.9722787455
78573,37037.7584228934
78605,46455.5887048783
78640,19670.3966173778
78660,12348.0099159332
78703,3435.21491043089
78736,15267.779423238
78883,64276.7678229371
78953,58163.2355334739
79041,37833.4575113127
79053,100746.137055851
79201,165009.154542896
79239,119592.612022606
79245,141785.740580222
79316,61886.313435261
79346,85242.9456510281
79377,74686.351831485
79517,97960.608052262
79541,22810.6544077739
96759,14186.356862256
96763,41924.3952181858
96771,82209.9164845529
96774,80496.5064492389
96776,77897.9817914857
96781,83414.6745016072
96785,72470.640268981
96786,19696.3021403136
96793,0
96797,7572.7393924292
96813,0
04267,13123.6936218383
04455,69410.8195322591
04456,12703.0633495381
04469,14316.3630065342
04350,19920.2317850522
04357,27350.9612460015
04406,70867.5992556575
04416,17648.4112750994
04427,19698.6592552861
04449,17005.4621443194
04475,42759.8559007211
04479,47836.7020943932
98201,0
98204,8931.56054481593
98224,27290.2179645587
98240,23063.3824208627
98279,16302.0692652154
98294,9576.28522044145
98332,0
98376,19744.7117591777
98404,6155.07484422144
98466,5382.93973726986
98547,27416.6813564832
98563,29388.447702437
98582,32842.3799444323
98596,26998.9541205
98613,27508.945487326
98643,44590.3912619041
98674,36800.1536202771
98860,91908.0320420173
98908,13453.2727422053
98944,49157.7076033302
99109,63756.14266084
99148,40869.765369011
99320,29438.4116111405
99344,67819.9964485996
79745,91292.4325733532
79782,28190.0302461397
79846,339736.566774816
79916,13470.6256307739
79935,15946.7579980988
75006,11582.5476565854
75009,34173.6288973307
75013,13925.3377793116
75019,9142.48167091767
75035,14090.9936876284
75105,63010.1073309141
75141,11610.9700725175
75154,16864.0515122686
75203,0
75227,7354.4786407504
75402,57565.6165967575
75490,29080.1583794402
75645,23985.0473877573
75684,30456.6924062984
75783,49743.7784484541
75845,112775.349317234
75862,92854.4992100001
75939,116653.272145045
96814,2065.32957514068
96819,0
96850,2388.00097896333
96853,5946.73794462909
04268,0
04271,9319.90554616416
04275,51401.7795579009
98002,0
98006,7980.67411086861
98010,16036.6348377788
98037,3102.28515225997
98144,2685.84867888172
98235,12023.4250037281
98252,26150.1033053914
98258,9259.89468077648
98346,10111.205714636
98356,34821.8595919008
98498,4112.10139737926
98506,10388.3762461595
98584,0
98597,0
98612,18928.4658582947
98675,29626.2395691803
98823,54396.5627643907
98901,16944.0598135765
98923,15941.6660271006
98950,50022.2176704506
99003,20479.0226426811
99013,34818.9028500618
99143,81194.3085833907
99166,133281.735998508
75976,96045.6074775005
75979,81042.3333447624
76009,32470.3097273198
76011,5315.43162084208
76034,6755.14019061354
76071,34346.0974879429
76117,9618.11199056104
76249,15877.3594167919
76301,10844.8965952261
76360,48879.3790295007
76436,99582.4272775954
76486,76318.1520279158
76518,58168.7376562259
76534,44935.9107976076
76639,68773.3939893703
76666,67555.876529541
76678,49833.4932977686
76685,30308.2234683817
76705,19388.1643229533
76802,113197.31134748
76858,129266.82006795
76877,126354.078462392
76934,114683.575446318
77040,11807.1734179212
77042,0
54876,36776.1894754858
54970,37781.7436599252
23113,6507.87845406553
23120,13751.139852697
23128,33129.7351699894
23160,22579.9338713673
23303,52656.8971560131
23314,9242.21521144205
23421,64629.6414227476
23442,53776.4592964872
23462,5989.26140870123
23601,0
23665,5320.57357192356
23847,57514.9522784309
23888,42611.3993374974
23944,18158.5802148775
24066,38403.1820660141
24092,28133.1292597469
24136,17938.1632450316
24217,45287.8067385995
24230,17967.0212079772
24319,29167.3001456231
24361,15971.2205681764
24366,60571.1683763304
04693,68336.0426702298
04772,268705.147123301
04785,262007.721033612
04855,29469.68993585
04864,11440.8173378935
04901,0
04920,65701.8079322508
04927,13176.7370535818
04937,12321.4504626694
04942,54231.1603750204
04953,30526.6385173093
04961,82184.495977925
04965,36335.8002288706
04921,14208.0040704632
04923,51715.5902154516
04746,273095.998392301
04756,279623.900064015
95641,26472.8803991828
95680,23896.0512747
95919,30422.771691709
95920,26249.1921391353
95930,42144.7541081905
95957,34508.4439142282
95973,15063.054404842
96051,36975.3440707811
96084,51509.3712945988
96101,169627.255606754
96116,185069.919057756
96140,16688.1102491257
90005,3643.46861711361
90027,0
90039,3020.07896082152
90040,7939.91651835957
90056,2423.60660359363
90278,5139.24349331535
90650,4630.88772896724
90815,1945.95646448168
91301,14361.4543570095
91352,6471.52049384535
91423,5435.46114766754
95648,12212.1549193116
95818,2769.60229057706
95822,5388.23061654372
95838,4638.43089735244
95843,8581.65935245154
95914,22673.0540867142
95953,24728.8229540031
96003,15371.6071697492
96014,90931.4153594051
96031,90129.2402873575
96054,136915.344162955
96059,54977.3433025832
96114,100736.687470349
96148,18213.4466042374
93246,52287.0309404302
23805,45273.4866894545
23830,56480.3767662012
23831,21322.8544632476
23838,18580.4620639525
23840,47520.3682598324
23860,34148.5047509278
23901,65964.5017657326
23962,50751.4850308515
73009,75481.4862041148
73013,8285.19178931314
73017,53086.2129706626
73036,31011.0203080681
73075,56443.822254757
73096,99333.0649969187
73141,10600.0589559318
73159,7234.85667510048
73439,41257.5466363003
73503,11386.8549809628
73529,55581.5263151829
73565,63375.9162683318
73667,133133.859020884
73744,70395.6070506939
73859,153819.490551442
74029,35818.4723797116
74044,39641.2621465434
74058,80318.5518142335
74344,51192.2423478381
74403,68347.5791165226
74431,67289.608326354
74528,117828.424745082
74567,90425.5600911802
74727,46240.7378718795
04781,256551.701218916
04863,25033.1194028488
04732,193386.329142461
04733,105571.495566951
04734,196056.832463566
04735,182206.346640353
04740,214273.910447577
91708,10576.0646372952
91731,6892.83922696592
91739,9164.51701833613
91754,4704.88141699774
91791,7886.54332168661
91913,18846.2172540338
92008,11155.0631142613
92126,5732.81178591726
92257,95850.0153596861
92322,22746.0843951802
92501,12803.9746073338
92505,0
92630,5092.28585315043
92656,10257.4583936852
92692,10509.3979931365
92802,4783.8917063369
92886,5150.55513242008
93110,9826.95633697741
93218,53196.2394509418
93239,84362.9692713255
93291,55007.3119273486
93442,25006.4307258147
93532,37535.7012683465
93614,28993.6484357797
93644,54114.5825992521
24201,0
24273,0
24313,51214.3183345226
24426,52382.6316182099
24526,31000.3573955177
24539,51104.2560036143
24613,81412.5059397863
20137,37988.5384510487
20165,11029.7890590403
20166,10964.0002710992
20175,25424.1680111902
22066,6413.97480874809
22310,3305.49107767083
22437,41535.3941332282
22482,0
22714,43189.8939442686
22736,21257.0804686372
22935,18826.8415368761
22976,29561.4892435718
23055,37904.7202943794
23069,24848.8696912554
23108,35011.7041619122
23149,29902.3598597328
23163,34699.7652111613
74764,69775.6800458422
74868,70179.3559888367
74963,106064.359646141
73003,12042.0167609088
73010,28088.7808758423
73034,18638.4604796456
73051,27464.4666353563
73071,0
73121,7616.96704974422
73160,11650.9830266276
73455,71888.8847712197
73532,102169.808934399
73628,160684.213526639
73650,146345.117371771
73728,51149.5979906281
73857,146801.578405465
74037,7618.01184967799
74045,70472.7142746439
74116,10167.4156993987
74350,74350.6569411365
74442,104387.646676553
74462,72177.0271986529
74571,94405.9716635218
74728,90733.4560309264
04742,228253.400050478
04743,257055.971934469
04758,205301.784089088
04760,179841.782726022
93646,44875.7689912546
93647,56086.0177963028
93660,40098.5674177756
93662,27659.9813604584
94002,8282.2671973212
94402,5354.1401104167
94521,6835.07472843365
94535,6099.99587930171
94545,0
94612,0
94710,3598.06745129375
94901,6035.57633122535
94938,15714.1759520316
95019,20764.4723961863
95073,4772.91284983415
95118,6334.0178331691
95128,0
95318,64165.8158837539
95336,19680.1410235364
95404,3034.60295157581
95437,132739.243253501
95528,124669.697901859
95542,124853.070870195
95587,129549.295443147
95601,22928.2334725935
23221,2723.46569822154
23322,14662.116102385
23415,46184.5310637999
23437,51321.8574938744
23701,8351.2794440957
23828,82412.2084020396
23868,34398.3524907814
23966,58310.6783471461
24054,19409.1550563129
24082,37489.4346616275
24175,17190.5835369882
24269,27975.3293807863
24318,63758.9239573156
24375,52185.4875731249
24458,53393.1123573288
24467,17087.4575748505
24529,29232.1629512572
24061,3649.9746207642
20112,25456.4384722119
20141,33659.2865261396
20144,34826.1426546454
20148,17214.116944883
20197,35832.8267493617
22172,31762.2439515033
74747,27035.3862508804
74878,40368.0244894968
74960,57288.4739831541
73002,42084.2144800851
73005,58228.5185895405
73014,45541.4191754181
73020,22038.0211992849
73040,67035.2968816753
73043,69708.872202136
73105,4912.79844020762
73425,85415.2616437131
73446,57942.158896053
73554,107044.373609284
73719,24721.4918145353
73730,79261.5817126515
73760,81185.3540729597
73942,65865.1553944787
73947,116656.328644567
74105,4440.24879987843
74126,20943.0714735614
74361,54404.8484671196
74434,68591.9780627146
74436,35835.5204535698
74464,81031.0836364222
04762,243531.103054369
04763,149064.428654251
95619,15433.5819679386
95685,26098.3898968618
95693,17610.4828367518
95726,49931.24394268
95864,2658.65676389853
95942,30052.1378022278
95948,26821.6443883488
95970,35476.600829657
96065,54041.8791967811
96088,48447.4433883693
96111,15511.367902995
96130,125646.865938681
96143,19607.2046803986
90001,7908.22229898273
90002,10158.8167039638
90058,5205.28433403932
90068,3565.88622970034
90242,0
90248,8889.81761874321
90262,5516.27175965223
90605,2362.0154413182
90807,2551.0848186113
91001,6631.2580360276
91030,0
22303,3477.26671193161
22307,5488.94764934486
22309,10529.9819236566
22427,30823.3691748621
22551,23752.138944647
22576,10158.8948439445
22644,38760.0779927296
22663,14690.3872982975
22743,51132.6290077359
22964,42877.2125421851
23056,37869.5436840373
23079,29328.4637083456
23111,17867.4861158467
23150,15968.2349082993
23236,4733.60170106351
23354,48632.5696203568
23438,46820.987221178
23510,1732.89170606243
23661,9035.53132988685
23834,28234.723317166
23857,32470.5692552859
23938,23849.4486744506
23960,53136.1791382046
24053,55342.6384356494
24087,14054.9943797704
74525,85655.0336270002
74560,110400.511773584
74636,49935.5106827733
74646,48749.2380947786
74827,102982.788829559
74851,36805.9494860886
74948,22047.8337013352
73435,93926.4748290318
73004,40102.0703675544
73029,44267.5827453585
73044,34070.1210255986
73049,22450.5665680059
73074,46664.2153138857
73099,14610.1906159196
73130,14437.3514636728
73139,5369.59875186903
73448,64293.6391852049
73521,76557.1978849723
73562,42491.5622060496
73572,26388.5407661709
73627,112877.926757938
73724,104737.438423371
73766,55064.1131066845
73860,95786.7345466094
04766,231325.190925987
04769,215373.005763199
04773,274387.896517463
04774,251607.830304845
04779,255960.657514571
91311,10216.5201320889
91320,21229.9185539738
91384,34049.8748966543
91505,0
91711,5260.17193918503
91765,12614.6949561932
91905,72901.4743021949
92036,59933.3901907707
92061,25314.7724943105
92124,3839.95335447733
92211,8757.39806514821
92270,0
92315,30111.8808174719
92337,4232.87381216223
92372,35912.0790730471
92561,19641.7021205978
92620,4880.46410469294
92805,3390.00022774372
92832,3430.21911149719
93109,13838.6880541003
93224,48958.0548750774
93251,57529.2887269741
93263,25199.2504423391
93424,12605.6127677523
93445,10759.2996189918
24090,28887.2454323557
24138,24803.7603001718
24171,48049.4862401431
24314,70473.598585153
24485,36623.7117147732
24553,36710.5123925823
24586,20911.0758811941
24606,86181.5989850825
20111,19233.389220912
20117,34881.3402691602
20124,14362.445443131
20147,15265.3469751033
20194,2309.0514311004
22043,4025.15009120093
22204,2096.80407372316
22312,3375.99695132367
22554,16512.3453746349
22645,19088.6287972519
22728,35536.4611037701
22811,76463.0619178278
22844,64117.7168669063
22901,0
22989,44071.9473755549
23070,21078.6831806515
74014,17325.6960580343
74032,88077.4670116521
74059,62303.9843107534
74074,71924.9603507959
74349,72742.7613685999
74432,90586.9906189839
74555,73210.3375136654
74561,100429.30481717
74723,53240.4182183763
74766,74926.7010898775
74801,41403.6497266299
74848,98462.9616276377
74931,52649.5417876012
74955,39526.0146840484
74956,47247.782366066
73047,63600.5286746882
73048,83920.7874892609
73065,18145.4157041763
73082,57581.5132878921
73128,10068.5140304115
73458,98427.010359035
73528,23919.026493529
73542,45855.2387363917
73552,25754.2321730695
22539,14462.9805668317
22567,38878.5280789916
22611,16371.3050592043
22620,17291.2782414349
22713,62371.1977570416
22742,26468.5397617309
22832,43495.9409112869
22849,49006.8085266932
22942,27494.832721468
23065,42654.6773401183
23103,19550.07491609
23130,39216.3325406841
23185,25301.9754753652
23228,4333.61040997041
23302,57745.2940444841
23801,35012.2797411422
23836,22904.7869046148
23842,48768.9820230133
23882,65733.9285182992
23920,19245.9415125247
23954,43952.428646272
23976,36789.9560882995
24076,51363.2585421842
24122,28430.4548434586
93452,75106.3585060228
93454,0
93522,145194.856949333
93541,136099.131013137
93546,114310.044622309
93627,41690.6496705034
93648,27170.224522151
93901,0
93933,13967.4541727796
