zipcode,min_distance
16870,13098.1171210386
16917,44166.3423630512
16943,69867.9633397586
17090,25713.9482562694
17094,31563.4032177891
17224,38742.3933841171
17233,42116.420217371
17262,50367.0158119968
17363,20329.7494193041
17560,11658.2603181688
17727,53950.100361781
17765,26944.5083398725
17923,6446.41867212528
17968,29061.1986393062
18058,27199.0615458534
19440,9193.18153807
19462,10922.1664168239
19530,21252.888809697
19551,14248.7828278904
19602,2061.36625556668
17014,30613.2599267356
15009,0
15050,16612.0568862186
15054,22532.091088453
15074,12680.7877439567
15084,6528.1627264242
15209,4310.94572474443
15232,0
15323,14670.1180246442
15340,14859.6919475917
